months_as_customer,age,policy_number,policy_state,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,fraud_reported,loss_ratio,profitability,vehicle_age,age_group,Parked Car,Single Vehicle Collision,Vehicle Theft,Rear Collision,Side Collision,Fire,Other,Police,Minor Damage,Total Loss,Trivial Damage,250/500,500/1000,incident_year,incident_month,incident_day,policy_bind_year,policy_bind_month,policy_bind_day
317,46,753844,2,1000,1012.78,0,469126,0,4,11,19,2,43700,0,6,0,779,18,1,0,2,1,0,104610,19020,19020,66570,8,24,1,8.60749619858212,-92456.64,26,3,0,1,0,0,0,1,0,0,0,0,0,1,0,2015,1,26,1999,7,22
239,42,246882,1,1000,969.5,0,464839,0,1,3,15,1,0,0,0,4,156,10,1,0,0,0,0,5600,700,700,4200,1,4,0,0.4813477737665463,6034.0,18,2,0,0,1,1,0,0,0,1,0,0,1,0,0,2015,1,26,1999,9,20
392,50,556415,0,2000,1108.97,0,431496,1,6,3,8,1,68400,-66800,6,6,20,4,1,0,2,2,1,108030,16620,16620,74790,10,1,0,8.117893180158164,-94722.36,23,3,0,1,0,0,1,0,1,0,1,0,0,0,0,2015,1,14,1991,8,22
290,45,583169,1,500,1085.03,0,476303,1,3,11,6,5,0,-61000,5,0,372,23,3,1,2,2,0,64800,12960,6480,45360,1,4,1,4.976820917393989,-51779.64,11,2,0,0,0,0,1,0,0,1,0,1,0,0,0,2015,3,1,1998,2,1
125,35,442795,0,500,1054.83,7000000,446788,0,3,12,6,0,0,-51300,1,3,842,17,1,1,2,3,0,88660,8060,16120,64480,8,7,1,7.004288210738539,-76002.04000000001,18,1,0,1,0,0,0,1,0,0,0,1,0,0,1,2015,2,25,1996,7,7
66,30,984456,2,500,484.67,0,608309,1,1,0,13,5,21100,-60800,4,0,205,2,3,0,0,2,1,65560,11920,11920,41720,13,28,1,11.272274606089367,-59743.96,10,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,1,24,2003,6,24
96,26,658002,0,2000,1509.04,0,611723,1,0,9,3,0,10000,0,4,5,93,9,1,1,2,3,0,78320,7120,14240,56960,10,1,0,4.325045503543092,-60211.520000000004,18,1,0,1,0,0,0,0,0,0,0,1,0,1,0,2015,2,23,2005,10,21
29,32,669809,0,1000,1722.5,0,453713,0,2,7,0,5,0,-21500,6,1,945,22,1,0,0,2,0,76900,7690,7690,61520,7,36,0,3.7203676826318337,-56230.0,30,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2015,1,13,2002,4,5
298,45,491392,1,1000,1362.29,0,442598,0,2,4,19,4,0,-51100,1,3,433,18,3,0,0,0,0,64000,12800,6400,44800,10,3,0,3.914976497906711,-47652.520000000004,26,2,0,0,0,0,0,0,0,0,1,0,0,0,1,2015,2,27,1992,7,3
209,38,395983,0,500,1355.08,0,614945,1,4,7,9,2,58100,0,6,4,131,21,1,0,1,1,0,47300,4730,4730,37840,9,29,0,2.908807352087454,-31039.04,11,2,0,1,0,0,0,1,0,0,1,0,0,0,0,2015,1,19,2009,11,8
463,59,638155,1,1000,979.73,0,601848,1,3,3,19,1,51700,0,4,1,26,14,2,0,1,2,0,72400,7240,14480,50680,3,34,1,6.158159220737686,-60643.24,26,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,2,12,1994,8,3
232,44,221854,0,2000,1181.64,0,454552,0,1,7,8,5,25800,0,1,3,28,22,1,0,1,1,1,55400,5540,11080,38780,7,17,1,3.906999311691096,-41220.32,23,2,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,2,8,1994,10,3
48,44,297816,1,2000,1400.74,0,611118,0,1,11,0,2,34000,-55600,0,0,818,23,3,1,0,2,0,87300,17460,17460,52380,7,36,0,5.193683338806631,-70491.12,12,2,0,0,0,1,0,0,0,1,0,0,0,0,0,2015,1,21,1997,2,3
292,42,396002,2,1000,1588.22,0,605369,0,3,6,4,2,0,-53800,6,5,722,15,3,1,1,1,0,84600,16920,8460,59220,3,25,0,4.438931634156477,-65541.36,18,2,0,0,0,1,0,0,1,0,0,1,0,1,0,2015,1,15,2007,3,4
227,38,279422,0,500,976.67,0,471600,1,6,5,14,4,0,0,4,4,617,16,1,0,1,2,0,72200,14440,7220,50540,2,22,1,6.160388531097164,-60479.96,12,2,0,1,0,1,0,1,0,0,0,0,0,0,1,2015,1,21,2013,10,27
404,56,485813,2,1000,1361.16,4000000,437944,1,5,13,6,1,0,-63700,5,2,190,23,1,0,2,0,1,53100,5310,5310,42480,0,23,1,3.2509036410120777,-36766.08,20,4,0,1,0,0,0,0,0,0,1,0,0,1,0,2015,1,15,2010,4,7
461,61,781181,0,2000,1402.75,0,449557,0,3,3,8,0,0,0,1,1,366,10,3,0,2,1,1,72100,7210,14420,50470,7,36,0,4.28325313372542,-55267.0,19,4,0,0,0,1,0,0,0,1,1,0,0,0,0,2015,2,18,2005,6,27
189,36,967756,0,2000,1388.58,0,459122,1,4,8,1,3,0,-49400,6,5,171,17,3,0,1,3,1,79560,13260,13260,53040,5,13,0,4.77466188480318,-62897.04,16,2,0,0,0,0,1,0,0,1,0,0,0,1,0,2015,2,13,2007,4,28
282,43,982678,0,500,1452.27,0,611996,0,4,4,18,1,75800,0,4,3,543,19,1,0,1,2,0,46800,4680,9360,32760,1,5,1,2.6854510524902397,-29372.760000000002,18,2,0,1,0,0,1,0,0,0,0,0,0,1,0,2015,1,8,2006,7,19
435,60,593466,0,500,1064.49,5000000,462804,0,0,8,5,2,73500,-43300,6,0,387,23,1,0,2,1,0,62880,5240,10480,47160,8,12,1,4.92254506853047,-50106.119999999995,18,4,0,1,0,0,0,0,0,0,0,1,0,0,1,2015,2,13,2006,11,21
464,61,632627,0,1000,1125.37,0,604450,1,0,9,1,0,0,-56400,5,3,422,6,3,0,0,2,1,79800,6650,19950,53200,10,3,1,5.909167651527943,-66295.56,25,4,0,0,0,1,0,0,0,1,0,0,0,0,1,2015,1,13,1990,10,7
460,57,396590,0,2000,1567.37,0,602514,1,3,2,16,0,62500,0,1,5,542,10,1,0,2,3,0,58300,5830,11660,40810,9,26,1,3.0996722747872765,-39491.56,11,4,0,1,0,0,0,0,1,0,0,0,0,0,0,2015,2,15,1997,11,7
215,42,519312,0,500,1848.81,0,435489,0,3,13,18,3,0,-49000,6,3,157,20,3,1,2,2,1,68520,11420,5710,51390,11,21,1,3.088473125956696,-46334.28,22,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2015,2,6,2008,10,28
291,46,832746,0,1000,994.74,0,452701,1,2,0,14,3,0,-55300,4,2,102,8,1,0,2,2,1,5580,620,620,4340,13,28,1,0.46745883346402073,6356.880000000001,20,3,1,0,0,1,0,0,0,1,1,0,0,0,1,2015,1,25,2006,4,13
142,33,604614,2,2000,1362.64,5000000,450332,1,3,3,6,5,0,0,0,1,260,11,1,1,1,3,0,81360,6780,13560,61020,11,21,1,4.975635531028004,-65008.32,16,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2015,1,21,1995,2,17
192,35,582011,1,1000,1245.89,0,435481,1,5,3,12,5,0,-40300,6,6,557,19,1,0,0,0,0,76600,15320,7660,53620,8,7,0,5.123512776676378,-61649.32,25,1,0,1,0,1,0,0,1,0,0,1,0,0,0,2015,1,1,1997,3,10
102,32,783494,0,500,1537.07,3000000,457733,0,3,12,5,5,0,0,2,3,614,11,1,0,1,0,0,47400,9480,4740,33180,3,32,1,2.5698244061753854,-28955.16,21,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2015,2,4,2014,9,2
5,21,577992,2,500,915.41,5000000,612316,1,2,3,17,3,0,0,1,4,829,23,1,1,0,0,0,40500,4050,4050,32400,9,29,0,3.686872548912509,-29515.08,27,0,0,1,0,0,1,0,0,1,0,1,0,1,0,2015,2,11,2002,11,13
210,35,998192,1,500,1433.24,0,476203,1,1,3,19,1,0,-19500,6,5,956,11,3,0,2,1,0,24570,2730,2730,19110,10,3,1,1.4285813959978788,-7371.119999999999,19,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2015,2,22,2014,4,25
64,28,342830,1,1000,1468.82,0,474731,0,3,5,16,2,56800,-51800,4,5,286,9,3,0,2,1,0,60000,5000,10000,45000,6,6,0,3.404093081521221,-42374.16,28,1,0,0,0,0,1,1,0,0,1,0,0,0,1,2015,2,13,1991,11,9
259,44,831668,0,2000,1655.79,0,454529,1,5,3,8,0,0,0,1,3,236,8,1,1,0,0,1,105820,16280,16280,73260,1,4,0,5.325755882891752,-85950.52,23,2,0,1,0,0,0,0,1,0,1,0,0,1,0,2015,1,15,1996,4,10
427,60,953334,2,1000,1178.61,7000000,446608,0,4,2,2,3,0,-54400,1,6,921,23,1,1,1,2,1,90860,12980,19470,58410,13,20,1,6.424234196779823,-76716.68,21,4,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,2,20,2005,12,3
390,51,143626,0,2000,1124.38,0,618316,0,0,1,15,2,0,0,5,4,397,9,1,1,1,1,1,7080,1180,1180,4720,5,14,0,0.5247336309788505,6412.560000000001,24,3,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,2,24,1999,9,29
167,36,287489,1,1000,949.44,0,448603,1,5,3,4,2,0,-38400,0,6,185,22,3,0,0,0,0,69680,8710,8710,52260,8,24,1,6.115885855521851,-58286.72,17,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1,19,1994,2,3
371,50,990624,2,1000,1569.33,0,613114,0,6,6,2,1,79600,0,6,6,230,2,3,0,2,1,1,84500,13000,13000,58500,13,28,1,4.48705286119979,-65668.04000000001,14,3,0,0,0,0,1,0,1,0,0,0,0,1,0,2015,1,29,1994,2,10
310,48,439660,0,1000,845.16,0,434342,1,5,8,0,2,0,0,0,3,678,21,1,1,1,0,0,55170,6130,6130,42910,1,5,1,5.439798381371575,-45028.08,20,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,25,2002,7,11
290,45,219028,0,1000,1311.3,0,451550,1,0,6,5,5,38500,0,1,2,34,23,3,1,0,0,1,52650,5850,5850,40950,5,14,1,3.345916266300618,-36914.4,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,1,10,1991,7,18
151,37,898573,2,1000,1728.56,0,617947,1,5,4,7,3,54000,0,6,4,601,0,1,1,1,1,0,38830,3530,3530,31770,11,21,0,1.87198207371068,-18087.28,26,2,0,1,0,0,0,1,0,0,1,0,0,0,1,2015,2,8,1992,8,7
256,43,883980,0,500,1203.17,0,455810,1,4,9,9,4,56700,-65600,6,2,870,11,1,0,0,0,0,63250,11500,5750,46000,9,35,0,4.380788528082759,-48811.96,28,2,0,1,0,1,0,1,0,0,0,1,0,0,0,2015,2,6,2014,12,13
325,47,900628,2,1000,1690.27,0,438830,1,0,10,10,1,61500,0,5,6,619,11,1,1,0,3,0,72930,6630,6630,59670,4,30,1,3.595579404473842,-52646.76,19,3,0,1,0,0,1,1,0,0,0,0,0,0,1,2015,1,14,2006,2,5
43,43,528385,1,500,1320.39,0,604861,1,0,1,19,1,0,0,6,0,624,16,1,0,2,1,0,79970,7270,21810,50890,6,8,1,5.0471199165903,-64125.32,29,2,0,1,0,1,0,0,0,0,0,0,0,0,1,2015,1,19,1997,11,7
187,37,125591,2,1000,1412.06,5000000,450947,1,5,10,15,1,60100,0,0,5,680,21,1,0,0,3,0,57700,5770,5770,46160,9,26,0,3.4051905254262094,-40755.28,25,2,0,1,0,0,1,0,0,0,0,1,0,0,1,2015,1,16,2013,8,8
386,53,630683,0,500,1078.65,0,615730,0,3,2,4,1,36800,0,6,3,36,16,1,0,2,3,1,66660,12120,6060,48480,6,10,0,5.149955963472859,-53716.2,19,3,0,1,0,0,0,0,0,1,1,0,0,1,0,2015,1,3,2007,10,23
195,37,376879,1,1000,1406.52,8000000,619148,0,4,12,0,4,0,0,4,0,197,12,1,0,0,2,0,44200,4420,4420,35360,7,36,1,2.6187564580193197,-27321.760000000002,23,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,1,28,1991,7,11
135,34,824116,1,2000,1687.53,0,465674,1,3,10,0,2,0,-69600,0,3,177,7,1,0,1,2,0,78200,15640,7820,54740,1,4,0,3.861659743332958,-57949.64,16,1,0,1,0,0,1,1,0,0,0,1,0,1,0,2015,1,23,1998,5,5
238,43,444035,0,1000,1524.45,4000000,607458,0,2,5,5,5,0,-44800,0,2,259,21,4,0,0,0,0,42700,4270,4270,34160,10,1,1,2.33417516700012,-24406.6,30,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2015,2,16,1996,5,11
440,55,379882,1,500,1275.62,0,602258,1,0,8,15,2,0,-56200,1,5,219,18,3,1,2,1,0,61400,6140,6140,49120,9,35,0,4.011121389337473,-46092.56,30,3,0,0,0,0,1,0,0,1,1,0,0,1,0,2015,1,23,2012,11,7
163,37,812989,2,500,1178.95,6000000,441370,1,3,8,7,3,0,-67300,1,6,707,20,1,1,2,3,1,49400,4940,9880,34580,7,36,0,3.4918076819769,-35252.6,20,2,0,1,0,1,0,1,0,0,0,1,0,1,0,2015,1,16,2004,3,6
9,30,258265,1,1000,1073.83,0,438877,1,2,6,7,1,0,0,1,4,532,12,1,0,0,0,0,85690,15580,15580,54530,2,0,0,6.6498731953226615,-72804.04000000001,14,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2015,2,2,1994,4,10
104,32,904191,2,500,1158.03,0,434247,0,2,3,11,3,31900,-44600,1,5,740,23,3,1,1,3,1,63570,9780,9780,44010,13,20,1,4.5745792423339635,-49673.64,19,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2015,1,8,1997,7,14
208,36,812025,1,500,1153.49,0,432711,0,0,2,0,2,0,0,4,0,541,16,3,1,1,0,1,50500,10100,5050,35350,0,33,0,3.648348345744942,-36658.119999999995,21,2,0,0,0,0,1,0,1,0,0,1,0,1,0,2015,2,22,2000,6,18
321,44,284143,1,2000,1344.56,6000000,443344,0,0,6,10,0,0,-39100,1,3,403,7,1,0,1,2,0,4680,520,0,4160,0,23,0,0.29005771404771824,11454.72,26,2,0,0,1,1,0,0,0,1,0,0,1,0,1,2015,2,12,2008,4,23
290,45,583169,1,500,1085.03,0,476303,1,3,11,6,5,0,-61000,5,0,372,23,3,1,2,2,0,64800,12960,6480,45360,1,4,1,4.976820917393989,-51779.64,11,2,0,0,0,0,1,0,0,1,0,1,0,0,0,2015,3,1,1998,2,1
370,55,285496,1,2000,972.18,0,443920,0,2,9,13,2,72700,-68200,4,2,164,20,3,0,0,0,1,71520,17880,5960,47680,11,15,1,6.130551955399206,-59853.84,25,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2015,1,11,1994,5,27
62,28,200152,1,1000,988.45,0,430141,1,5,10,4,4,0,0,1,4,445,3,1,0,1,1,1,60200,6020,6020,48160,11,15,1,5.075286222536968,-48338.6,21,1,0,1,0,1,0,0,0,1,0,1,0,0,0,2015,1,9,2003,3,9
290,45,219028,0,1000,1311.3,0,451550,1,0,6,5,5,38500,0,1,2,34,23,3,1,0,0,1,52650,5850,5850,40950,5,14,1,3.345916266300618,-36914.4,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,1,10,1991,7,18
45,38,589749,2,1000,1197.71,0,470117,0,5,6,12,1,29000,0,6,6,304,17,3,0,2,0,0,78240,13040,13040,52160,11,21,0,5.44372176904259,-63867.479999999996,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2015,2,14,2006,5,14
266,42,929306,2,500,1093.83,4000000,468454,0,0,0,2,2,0,-49600,6,6,437,18,3,0,1,1,0,53280,4440,8880,39960,11,19,1,4.059131674940348,-40154.04,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,2,21,2003,3,6
235,39,836349,1,2000,1453.61,4000000,619570,0,3,2,19,2,0,0,0,2,517,10,1,0,0,3,0,60320,9280,9280,41760,3,34,1,3.4580572964321012,-42876.68,13,2,0,1,0,0,1,0,1,0,0,0,0,0,1,2015,1,13,2013,5,1
116,34,616337,2,500,1737.66,0,470577,0,0,13,5,4,0,-24100,6,4,520,1,1,0,1,1,0,97080,16180,16180,64720,2,37,1,4.655686382836688,-76228.08,24,1,0,1,0,0,1,0,0,1,0,0,0,1,0,2015,1,1,2012,8,30
269,41,334749,0,2000,1422.21,0,620507,1,0,5,14,4,0,-46400,6,5,451,21,1,1,2,1,0,85900,17180,17180,51540,11,15,1,5.033246379461073,-68833.48,20,2,0,1,0,0,1,0,0,0,0,0,0,0,0,2015,1,16,1996,7,29
335,48,440616,1,2000,1017.97,0,441671,1,4,6,5,5,59900,-34800,6,1,845,21,3,0,0,0,1,35860,3260,6520,26080,2,37,1,2.93558094377372,-23644.36,20,3,0,0,0,0,0,0,0,1,0,1,0,0,1,2015,2,19,1995,9,6
225,41,330591,0,2000,1103.58,0,475292,0,2,3,8,4,41200,-36200,1,3,314,20,3,0,2,2,0,70400,6400,12800,51200,12,18,1,5.3160320653388675,-57157.04,14,2,0,0,0,0,1,0,0,1,0,0,0,0,1,2015,1,19,1993,8,5
270,44,701521,1,2000,1030.95,0,435985,1,0,6,13,2,47200,0,0,3,200,20,3,0,1,0,0,35900,7180,3590,25130,1,4,1,2.9018542767997153,-23528.6,18,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2015,2,3,2003,7,5
66,28,167231,2,2000,1472.77,0,471366,0,0,0,8,0,0,-31700,1,6,198,0,1,0,2,1,0,48290,8780,8780,30730,9,26,0,2.73237957499587,-30616.760000000002,30,1,0,1,0,0,0,0,1,0,0,1,0,0,0,2015,2,17,1994,1,26
375,50,120485,0,1000,1275.39,0,466283,0,0,11,3,2,0,0,1,5,806,16,1,1,2,3,0,37280,0,0,37280,1,5,1,2.435856221757005,-21975.32,29,3,0,1,0,0,0,0,0,1,0,0,0,0,0,2015,2,12,2007,2,18
111,27,514065,2,500,1363.77,4000000,604377,1,5,12,8,0,51100,0,5,6,976,12,1,1,2,3,0,90970,16540,16540,57890,0,31,0,5.558733021941627,-74604.76,16,1,0,1,0,0,1,0,0,1,0,1,0,1,0,2015,1,17,2009,1,4
448,57,431283,1,2000,1376.16,0,466555,1,6,12,10,3,38600,-50300,4,0,556,10,3,0,2,1,0,47760,5970,5970,35820,11,19,1,2.8921055691198694,-31246.079999999998,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,2015,2,4,2005,3,31
463,59,638155,1,1000,979.73,0,601848,1,3,3,19,1,51700,0,4,1,26,14,2,0,1,2,0,72400,7240,14480,50680,3,34,1,6.158159220737686,-60643.24,26,4,0,0,0,0,0,0,1,0,0,0,0,1,0,2015,2,12,1994,8,3
272,43,509928,0,1000,1279.13,0,615226,0,6,2,3,2,0,0,0,6,240,5,3,0,1,2,1,81070,7370,14740,58960,1,4,1,5.2815846187121975,-65720.44,19,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2015,2,6,1995,7,25
229,43,791425,2,2000,1585.54,0,463153,0,2,10,15,1,42600,-44400,6,2,933,3,1,0,1,0,1,4620,420,840,3360,13,20,0,0.24281948106008047,14406.48,13,2,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,2,26,1997,6,18
158,33,278091,0,2000,1327.41,0,440930,1,0,5,16,2,0,-38600,4,2,769,0,1,0,0,0,0,35000,3500,7000,24500,11,21,0,2.197261333473958,-19071.079999999998,13,1,0,1,0,0,1,0,1,0,0,1,0,0,0,2015,1,4,2013,12,4
27,28,735822,2,2000,1371.78,0,451560,0,3,4,14,2,0,-32500,3,5,167,10,3,0,0,2,1,53600,5360,10720,37520,1,5,1,3.2561100662399705,-37138.64,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2015,2,4,1995,8,28
126,30,267808,1,2000,916.13,0,431389,0,1,11,9,4,55300,-58400,1,3,872,16,3,1,2,0,0,74160,6180,12360,55620,8,12,0,6.745767522076561,-63166.44,23,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2015,1,7,1998,9,10
48,35,890026,1,500,1090.03,0,430232,1,3,3,9,4,0,-51000,6,0,929,1,1,1,0,2,0,48400,9680,4840,33880,10,1,0,3.700203969921317,-35319.64,20,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2015,1,30,2008,5,16
137,35,153027,2,500,1667.83,0,460586,0,3,9,13,0,48500,-67400,6,4,381,4,1,1,1,1,0,6600,1200,1200,4200,7,17,0,0.32976982066517574,13413.96,20,1,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,4,2010,3,11
119,28,288580,0,2000,1079.92,0,430886,0,2,6,10,0,88800,0,3,5,730,1,1,0,0,1,1,53600,6700,6700,40200,13,20,1,4.136108847568956,-40640.96,18,1,0,1,0,1,0,0,0,0,0,1,0,1,0,2015,2,26,2012,11,22
228,42,342868,2,2000,1197.22,5000000,468176,0,4,6,15,2,0,0,5,5,628,8,1,0,0,0,0,5070,780,780,3510,8,12,1,0.35290088705501077,9296.64,18,2,0,0,1,1,0,0,0,1,1,0,0,1,0,2015,1,21,2006,6,27
290,45,219028,0,1000,1311.3,0,451550,1,0,6,5,5,38500,0,1,2,34,23,3,1,0,0,1,52650,5850,5850,40950,5,14,1,3.345916266300618,-36914.4,24,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2015,1,10,1991,7,18
19,29,789208,0,500,1304.35,0,617267,0,3,13,6,1,0,0,1,1,140,6,3,0,0,2,0,75400,11600,11600,52200,4,27,1,4.8172141935319,-59747.8,20,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2015,2,8,2002,10,12
415,52,794731,2,1000,973.5,0,468634,0,6,6,14,1,50400,0,6,0,994,15,2,1,1,3,1,51090,7860,7860,35370,12,18,0,4.373394966615305,-39408.0,22,3,0,0,0,1,0,0,0,1,0,1,0,1,0,2015,2,2,2015,2,22
322,49,130156,1,2000,1277.12,0,431853,1,6,1,11,3,0,-46000,6,2,648,18,1,0,0,2,1,42240,7680,7680,26880,3,25,0,2.7562014532698575,-26914.56,18,3,0,1,0,1,0,0,0,0,0,0,0,1,0,2015,1,19,2001,9,24
85,27,753452,1,2000,1174.14,0,602416,0,1,8,7,4,50400,-61500,1,3,106,14,4,1,0,0,0,59070,10740,5370,42960,12,9,0,4.192430204234588,-44980.32,13,1,0,0,0,1,0,1,0,0,1,0,0,0,1,2015,2,2,1996,7,23
84,29,630998,0,1000,1117.17,0,473645,1,2,6,18,1,0,-29900,4,0,294,6,1,1,2,0,1,6820,620,1240,4960,2,0,0,0.5087259175714827,6586.040000000001,20,1,1,0,0,1,0,0,0,1,0,0,1,1,0,2015,2,12,2003,4,9
402,54,603632,0,2000,1285.09,0,444558,0,3,4,2,1,48000,-79600,1,6,466,19,1,0,0,2,1,67770,7530,15060,45180,8,24,1,4.394633838875099,-52348.92,12,3,0,1,0,1,0,0,1,0,0,0,0,1,0,2015,2,28,2003,8,16
224,40,914088,0,2000,1291.7,0,609837,1,3,11,11,1,0,-55600,4,3,244,21,1,0,1,0,1,69840,7760,15520,46560,4,27,0,4.5056901757374,-54339.6,16,2,0,1,0,0,1,0,1,0,1,0,0,0,0,2015,1,8,1990,2,8
343,52,629663,1,1000,1053.02,0,602402,1,0,9,3,1,0,0,1,0,708,2,1,0,0,2,0,47630,12990,4330,30310,12,11,1,3.7693174551923674,-34993.76,20,3,0,1,0,0,0,0,1,0,0,0,0,0,1,2015,2,16,2002,1,21
218,43,737483,1,500,1521.55,0,477856,1,0,8,14,2,61100,-64500,4,2,321,18,1,0,1,3,1,68200,13640,6820,47740,4,30,1,3.735226140010735,-49941.4,22,2,0,1,0,1,0,1,0,0,0,0,0,1,0,2015,1,2,1996,2,14
437,60,901083,0,1000,1269.64,0,602942,1,1,1,6,4,48800,0,4,5,888,10,1,0,1,3,0,84480,7680,15360,61440,3,32,1,5.544878863299833,-69244.32,13,4,0,1,0,0,0,0,1,0,1,0,0,0,1,2015,2,14,1998,1,19
210,35,131478,1,1000,1346.27,0,468508,0,5,4,6,1,44900,-91400,6,0,610,11,1,0,0,2,0,58200,5820,5820,46560,2,37,0,3.602546294576868,-42044.76,12,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2015,1,3,1991,12,25
230,39,331595,1,1000,904.7,7000000,454530,1,4,2,3,4,68600,-22300,4,5,718,0,1,0,1,3,0,74200,14840,14840,44520,0,33,1,6.834678162190044,-63343.6,23,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2015,2,17,1999,11,29
428,59,299796,2,500,1344.36,7000000,473329,1,3,9,10,2,0,0,6,3,593,8,1,0,2,3,0,6500,1300,650,4550,10,1,0,0.4029178692215379,9632.32,12,4,1,0,0,1,0,0,0,1,1,0,0,1,0,2015,2,6,1999,9,29
165,37,429027,1,1000,1137.03,0,603195,0,0,12,0,4,0,0,5,1,276,23,3,0,2,2,1,51590,9380,9380,32830,1,5,0,3.781049459263754,-37945.64,10,2,0,0,0,0,0,0,0,1,0,1,0,0,0,2015,2,27,1990,2,3
279,43,168151,0,2000,1281.25,0,463583,0,0,6,6,2,0,0,4,1,778,13,1,1,0,1,0,57690,6410,12820,38460,8,7,1,3.7521951219512193,-42315.0,15,2,0,1,0,0,1,0,0,1,0,0,0,0,1,2015,1,17,1995,4,24
65,27,538955,2,1000,1164.97,0,477695,1,1,0,8,5,43000,-42500,6,0,687,17,1,0,1,2,1,42840,3570,7140,32130,3,32,0,3.06445659544881,-28860.36,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2015,1,17,2001,9,29
112,27,618659,0,500,965.13,0,450341,1,5,12,8,4,60000,-54800,0,0,192,21,3,0,0,1,0,51000,8500,8500,34000,9,29,0,4.403551853118233,-39418.44,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,2,22,2005,10,18
15,34,920826,2,2000,1586.41,0,608708,1,2,11,18,2,33500,-58900,6,4,696,10,1,1,1,3,0,75570,6870,13740,54960,2,37,1,3.9696547550759256,-56533.08,15,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2015,1,20,2005,4,7
156,37,384618,2,500,1090.65,0,608331,0,2,3,9,4,0,-51800,0,1,688,16,4,0,1,2,1,53400,5340,5340,42720,6,10,1,4.080135698895154,-40312.2,15,2,0,0,0,1,0,0,0,1,1,0,0,1,0,2015,1,16,1993,2,9
255,43,594988,2,500,984.02,0,472724,1,3,13,2,4,75800,0,4,1,473,14,2,0,2,2,0,74700,7470,14940,52290,9,26,1,6.326090933111116,-62891.76,18,2,0,0,0,0,1,1,0,0,0,0,0,0,1,2015,2,10,2007,5,6
115,31,569714,0,1000,1051.67,0,479824,1,0,3,3,1,0,0,6,5,48,18,3,1,0,3,0,34160,0,4270,29890,1,5,1,2.706806000614895,-21539.96,20,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2015,3,1,2005,12,4
78,31,414519,2,1000,1554.64,4000000,457535,0,6,10,2,3,0,-27900,6,6,50,21,1,0,1,0,0,55660,5060,10120,40480,6,8,1,2.9835417417108356,-37004.32,16,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2015,2,3,1999,1,25
243,44,967713,1,500,809.11,0,600208,0,3,2,14,2,33200,0,0,6,935,4,3,0,2,1,1,51400,5140,10280,35980,6,10,0,5.2938825788005754,-41690.68,29,2,0,0,0,0,1,0,1,0,1,0,0,1,0,2015,1,27,1997,12,25
297,48,264221,1,1000,1243.68,0,463331,0,5,10,4,5,0,-71400,1,6,919,18,3,0,0,2,0,54960,6870,0,48090,12,11,1,3.6826193232985975,-40035.84,23,3,0,0,0,0,0,0,1,0,0,0,0,0,1,2015,2,20,2014,7,28
